Season,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr
2004,5,Sacramento Kings,29.3,55,27,55,27,5.01,0.40,5.41,110.3,104.9,+5.4,92.8,.305
2004,6,Dallas Mavericks,27.4,52,30,53,29,4.44,0.42,4.86,112.1,107.4,+4.7,93.2,.256
2004,7,Los Angeles Lakers,29.8,56,26,52,30,3.90,0.45,4.35,105.5,101.3,+4.2,92.3,.352
2004,8,New Jersey Nets,27.7,47,35,49,33,2.50,-0.63,1.88,100.8,98.0,+2.8,89.4,.291
2004,9,Memphis Grizzlies,26.0,50,32,48,34,2.44,0.52,2.95,104.8,102.2,+2.6,91.4,.322
2004,10,Houston Rockets,28.3,45,37,47,35,1.73,0.55,2.28,100.9,99.0,+1.9,87.8,.286
2004,11,Denver Nuggets,25.6,43,39,44,38,1.07,0.58,1.65,103.9,102.7,+1.2,93.3,.319
2004,12,Milwaukee Bucks,26.5,41,41,44,38,1.06,-0.64,0.42,106.5,105.4,+1.1,91.6,.330
2004,13,Miami Heat,26.4,42,40,43,39,0.52,-0.65,-0.13,102.2,101.7,+0.5,88.0,.298
2004,14,New Orleans Hornets,30.3,41,41,41,41,-0.10,-0.62,-0.72,102.3,102.4,-0.1,89.1,.293
2004,15,Seattle SuperSonics,26.0,37,45,39,43,-0.63,0.66,0.02,107.3,108.0,-0.7,89.9,.270
2004,16,Golden State Warriors,28.1,37,45,39,43,-0.73,0.66,-0.07,103.0,103.8,-0.8,89.8,.311
2004,17,Portland Trail Blazers,27.6,41,41,37,45,-1.27,0.69,-0.58,103.7,105.1,-1.4,86.2,.267
2004,18,Utah Jazz,24.9,42,40,37,45,-1.22,0.69,-0.53,101.9,103.3,-1.4,86.6,.356
2004,19,Boston Celtics,26.4,36,46,37,45,-1.45,-0.54,-1.99,102.1,103.7,-1.6,93.2,.327
2004,20,New York Knicks,29.6,39,43,36,46,-1.48,-0.49,-1.97,101.7,103.3,-1.6,89.5,.266
2004,21,Philadelphia 76ers,27.5,33,49,33,49,-2.49,-0.46,-2.95,99.1,101.9,-2.8,88.0,.321
2004,22,Cleveland Cavaliers,24.9,35,47,33,49,-2.62,-0.44,-3.07,101.4,104.2,-2.8,90.8,.301
2004,23,Toronto Raptors,27.6,33,49,31,51,-3.01,-0.40,-3.42,97.0,100.4,-3.4,86.8,.260
2004,24,Phoenix Suns,24.4,29,53,30,52,-3.74,0.80,-2.94,101.4,105.5,-4.1,92.6,.280
2004,25,Los Angeles Clippers,24.3,28,54,28,54,-4.59,0.84,-3.74,103.5,108.5,-5.0,91.0,.350
2004,26,Atlanta Hawks,26.2,28,54,28,54,-4.65,-0.36,-5.00,101.0,106.1,-5.1,90.8,.303
2004,27,Washington Wizards,24.4,25,57,25,57,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,.337
2004,28,Chicago Bulls,26.8,23,59,23,59,-6.35,-0.33,-6.69,96.6,103.4,-6.8,92.2,.272
2004,29,Orlando Magic,25.8,21,61,22,60,-7.02,-0.23,-7.25,102.7,110.4,-7.7,90.8,.296
2005,1,San Antonio Spurs,28.5,59,23,63,19,7.80,0.03,7.84,107.5,98.8,+8.7,88.9,.329
2005,2,Phoenix Suns,25.2,62,20,59,23,7.12,-0.04,7.08,114.5,107.1,+7.4,95.9,.296
2005,3,Miami Heat,28.0,59,23,59,23,6.52,-0.76,5.77,110.2,103.1,+7.1,90.8,.387
2005,4,Dallas Mavericks,27.7,58,24,57,25,5.74,0.11,5.86,110.3,104.1,+6.2,92.7,.346
2005,5,Houston Rockets,29.7,51,31,53,29,4.04,0.23,4.27,106.2,101.7,+4.5,88.8,.309
2005,6,Detroit Pistons,27.9,54,28,53,29,3.87,-0.55,3.31,105.6,101.2,+4.4,87.2,.335
2005,7,Seattle SuperSonics,26.0,52,30,48,34,2.29,0.30,2.59,112.2,109.6,+2.6,87.9,.328
2005,8,Memphis Grizzlies,26.3,45,37,48,34,2.29,0.34,2.64,105.5,102.9,+2.6,88.5,.323
2005,9,Sacramento Kings,27.7,50,32,47,35,2.16,0.40,2.56,110.5,108.2,+2.3,93.0,.287
2005,10,Denver Nuggets,26.7,49,33,47,35,2.02,0.20,2.23,106.0,103.9,+2.1,93.5,.350
2005,11,Minnesota Timberwolves,29.0,44,38,45,37,1.45,0.28,1.73,108.2,106.6,+1.6,89.1,.275
2005,12,Chicago Bulls,25.0,47,35,44,38,1.06,-0.41,0.65,101.4,100.3,+1.1,92.4,.311
2005,13,Boston Celtics,27.1,45,37,43,39,0.87,-0.52,0.35,107.5,106.6,+0.9,93.3,.357
2005,14,Cleveland Cavaliers,26.5,42,40,43,39,0.79,-0.52,0.27,106.6,105.7,+0.9,89.7,.325
2005,15,Indiana Pacers,28.3,44,38,43,39,0.76,-0.27,0.49,105.5,104.6,+0.9,87.2,.358
2005,16,Washington Wizards,25.3,45,37,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,.364
2005,17,Philadelphia 76ers,26.4,43,39,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,.326
2005,18,Los Angeles Clippers,25.5,37,45,39,43,-0.77,0.30,-0.47,105.5,106.4,-0.9,89.1,.357
2005,19,New Jersey Nets,27.8,42,40,36,46,-1.50,-0.32,-1.82,101.4,103.1,-1.7,89.1,.318
2005,20,Toronto Raptors,27.0,33,49,36,46,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,.316
2005,21,Golden State Warriors,26.7,34,48,35,47,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,.278
2005,22,Orlando Magic,26.5,36,46,35,47,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,.350
2005,23,New York Knicks,27.3,33,49,34,48,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,.312
2005,24,Milwaukee Bucks,26.9,30,52,32,50,-2.99,-0.10,-3.09,106.6,109.8,-3.2,90.8,.339
2005,25,Los Angeles Lakers,26.0,34,48,33,49,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,.322
2005,26,Portland Trail Blazers,27.0,27,55,29,53,-4.00,0.55,-3.45,103.2,107.7,-4.5,89.8,.303
2005,27,Utah Jazz,25.7,26,56,29,53,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,.361
2005,28,Charlotte Bobcats,24.9,18,64,24,58,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,.306
2005,29,New Orleans Hornets,27.5,18,64,21,61,-7.07,0.78,-6.30,99.7,107.7,-8.0,87.6,.279
2005,30,Atlanta Hawks,26.0,13,69,16,66,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,.299
2006,1,San Antonio Spurs,29.8,63,19,61,21,6.82,-0.13,6.69,107.3,99.6,+7.7,88.5,.298
2006,2,Detroit Pistons,28.5,64,18,60,22,6.67,-0.44,6.24,110.8,103.1,+7.7,86.8,.297
2006,3,Dallas Mavericks,27.5,60,22,58,24,6.07,-0.11,5.96,111.8,105.0,+6.8,87.8,.364
2006,4,Phoenix Suns,27.5,54,28,55,27,5.55,-0.07,5.48,111.5,105.8,+5.7,95.8,.206
2006,5,Memphis Grizzlies,28.1,49,33,52,30,3.70,0.05,3.74,105.9,101.6,+4.3,86.3,.339
2006,6,Miami Heat,29.2,52,30,52,30,3.87,-0.27,3.59,108.7,104.5,+4.2,91.6,.363
2006,7,Los Angeles Lakers,25.1,45,37,48,34,2.50,0.03,2.53,108.4,105.7,+2.7,90.9,.329
2006,8,Cleveland Cavaliers,27.1,50,32,48,34,2.23,-0.06,2.17,107.8,105.4,+2.4,89.8,.362
2006,9,Indiana Pacers,27.3,41,41,47,35,1.89,-0.27,1.62,104.5,102.4,+2.1,89.7,.344
2006,10,Washington Wizards,26.5,42,40,46,36,1.85,-0.29,1.57,109.3,107.3,+2.0,92.3,.375
2006,11,Sacramento Kings,27.2,44,38,45,37,1.54,0.07,1.61,106.7,105.0,+1.7,91.9,.334
2006,12,Los Angeles Clippers,26.8,47,35,46,36,1.57,0.18,1.75,105.3,103.6,+1.7,91.7,.332
2006,13,New Jersey Nets,28.6,49,33,45,37,1.37,-0.26,1.11,103.9,102.4,+1.5,89.8,.346
2006,14,Chicago Bulls,24.1,41,41,43,39,0.63,-0.12,0.51,104.0,103.4,+0.6,92.9,.292
2006,15,Denver Nuggets,27.4,44,38,42,40,0.23,0.13,0.36,105.5,105.2,+0.3,93.9,.347
2006,16,Milwaukee Bucks,25.5,40,42,38,44,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,.322
2006,17,Orlando Magic,25.5,36,46,38,44,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,.369
2006,18,Golden State Warriors,25.6,34,48,37,45,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,.323
2006,19,Houston Rockets,28.8,34,48,36,46,-1.59,0.28,-1.30,101.6,103.3,-1.7,88.0,.317
2006,20,Boston Celtics,25.3,33,49,37,45,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,.349
2006,21,Minnesota Timberwolves,26.7,33,49,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,.299
2006,22,Philadelphia 76ers,26.5,38,44,35,47,-1.95,-0.15,-2.10,106.0,108.1,-2.1,92.7,.356
2006,23,Utah Jazz,25.6,41,41,33,49,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,.397
2006,24,New Orleans/Oklahoma City Hornets,26.3,38,44,33,49,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,.339
2006,25,Toronto Raptors,25.9,27,55,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,.315
2006,26,Seattle SuperSonics,25.6,35,47,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,.314
2006,27,Charlotte Bobcats,25.2,26,56,30,52,-4.00,0.10,-3.90,102.5,106.7,-4.2,93.4,.319
2006,28,Atlanta Hawks,22.7,26,56,28,54,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,.340
2006,29,New York Knicks,25.6,23,59,24,58,-6.40,0.11,-6.30,104.0,111.0,-7.0,90.8,.417
2006,30,Portland Trail Blazers,24.6,21,61,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,.310
2007,1,San Antonio Spurs,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,+9.3,89.8,.313
2007,2,Dallas Mavericks,28.1,67,15,61,21,7.22,0.06,7.28,111.3,103.2,+8.1,89.5,.317
2007,3,Phoenix Suns,27.6,61,21,59,23,7.30,-0.03,7.28,113.9,106.4,+7.5,95.6,.267
2007,4,Chicago Bulls,26.0,49,33,55,27,5.01,-0.49,4.52,104.9,99.6,+5.3,93.6,.313
2007,5,Houston Rockets,28.2,52,30,55,27,4.85,0.19,5.04,106.0,100.7,+5.3,90.7,.292
2007,6,Detroit Pistons,29.0,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,+4.7,87.3,.307
2007,7,Cleveland Cavaliers,26.9,50,32,52,30,3.83,-0.50,3.33,105.5,101.3,+4.2,90.8,.320
2007,8,Utah Jazz,25.9,51,31,49,33,2.87,0.20,3.06,110.1,107.0,+3.1,91.6,.380
2007,9,Denver Nuggets,26.5,45,37,45,37,1.62,0.07,1.69,107.6,105.9,+1.7,97.4,.360
2007,10,Toronto Raptors,26.0,47,35,44,38,0.99,-0.38,0.61,107.0,106.0,+1.0,92.6,.303
2007,11,Orlando Magic,25.6,40,42,43,39,0.78,-0.43,0.35,104.9,104.1,+0.8,89.9,.393
2007,12,Los Angeles Lakers,25.3,42,40,41,41,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,.333
2007,13,Golden State Warriors,24.6,42,40,40,42,-0.34,0.34,0.00,107.0,107.4,-0.4,99.2,.300
2007,14,Washington Wizards,26.8,41,41,40,42,-0.51,-0.28,-0.80,110.1,110.6,-0.5,94.1,.356
2007,15,Los Angeles Clippers,27.5,40,42,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,.355
2007,16,New Jersey Nets,28.2,41,41,39,43,-0.77,-0.23,-1.00,105.7,106.6,-0.9,91.4,.338
2007,17,Miami Heat,29.3,44,38,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,.321
2007,18,New Orleans/Oklahoma City Hornets,26.4,39,43,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,.291
2007,19,Sacramento Kings,27.3,33,49,36,46,-1.80,0.46,-1.35,106.2,108.0,-1.8,94.8,.379
2007,20,Indiana Pacers,27.2,35,47,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,.324
2007,21,Seattle SuperSonics,25.9,31,51,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,.288
2007,22,New York Knicks,25.4,33,49,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,.377
2007,23,Philadelphia 76ers,26.2,35,47,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,.333
2007,24,Boston Celtics,23.5,24,58,31,51,-3.41,-0.29,-3.70,103.2,106.9,-3.7,92.0,.337
2007,25,Minnesota Timberwolves,27.7,32,50,30,52,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,.291
2007,26,Charlotte Bobcats,25.5,33,49,30,52,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,.322
2007,27,Milwaukee Bucks,26.0,28,54,29,53,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,.286
2007,28,Portland Trail Blazers,24.4,32,50,29,53,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,.314
2007,29,Atlanta Hawks,24.1,30,52,27,55,-4.76,-0.10,-4.86,103.0,108.3,-5.3,90.0,.346
2007,30,Memphis Grizzlies,26.2,22,60,27,55,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,.374
2008,1,Boston Celtics,27.9,66,16,67,15,10.26,-0.95,9.30,110.2,98.9,+11.3,90.9,.346
2008,2,Detroit Pistons,28.3,59,23,62,20,7.39,-0.72,6.67,111.4,102.9,+8.5,87.3,.300
2008,3,Los Angeles Lakers,26.7,57,25,59,23,7.26,0.09,7.34,113.0,105.5,+7.5,95.6,.333
2008,4,Utah Jazz,25.3,54,28,59,23,6.88,-0.01,6.86,113.8,106.5,+7.3,93.2,.349
2008,5,Orlando Magic,26.7,52,30,56,26,5.46,-0.68,4.79,111.3,105.5,+5.8,93.4,.355
2008,6,New Orleans Hornets,27.1,56,26,56,26,5.28,0.18,5.46,111.5,105.7,+5.8,89.9,.251
2008,7,San Antonio Spurs,31.4,56,26,55,27,4.79,0.31,5.10,107.2,101.8,+5.4,88.8,.276
2008,8,Houston Rockets,28.3,55,27,55,27,4.68,0.15,4.83,106.8,101.6,+5.2,90.4,.276
2008,9,Phoenix Suns,29.3,55,27,54,28,5.05,0.09,5.14,113.3,108.1,+5.2,96.7,.292
2008,10,Dallas Mavericks,28.9,51,31,54,28,4.54,0.16,4.70,111.1,106.1,+5.0,90.2,.318
2008,11,Denver Nuggets,28.5,50,32,51,31,3.71,0.03,3.74,110.0,106.3,+3.7,99.7,.358
2008,12,Toronto Raptors,26.3,41,41,49,33,2.90,-0.44,2.47,110.2,107.0,+3.2,90.2,.247
2008,13,Golden State Warriors,25.5,48,34,47,35,2.21,0.17,2.38,111.8,109.5,+2.3,98.8,.276
2008,14,Philadelphia 76ers,25.3,40,42,42,40,0.41,-0.23,0.19,106.4,106.0,+0.4,90.4,.321
2008,15,Washington Wizards,27.2,43,39,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,.297
2008,16,Cleveland Cavaliers,27.1,45,37,40,42,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,.308
2008,17,Portland Trail Blazers,24.1,41,41,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,.281
2008,18,Indiana Pacers,26.7,36,46,37,45,-1.40,-0.46,-1.87,106.0,107.5,-1.5,97.7,.292
2008,19,Atlanta Hawks,24.2,37,45,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,.340
2008,20,Sacramento Kings,27.3,38,44,35,47,-2.26,0.40,-1.86,107.5,109.9,-2.4,94.7,.346
2008,21,Chicago Bulls,25.7,33,49,32,50,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93.0,.296
2008,22,Charlotte Bobcats,26.3,32,50,29,53,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,.323
2008,23,New Jersey Nets,27.4,34,48,27,55,-5.06,-0.09,-5.15,104.0,109.4,-5.4,91.5,.347
2008,24,Memphis Grizzlies,24.5,22,60,25,57,-6.21,0.45,-5.76,105.0,111.4,-6.4,95.3,.311
2008,25,New York Knicks,25.7,23,59,23,59,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,.310
2008,26,Minnesota Timberwolves,24.6,22,60,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,.248
2008,27,Milwaukee Bucks,25.8,26,56,23,59,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,.294
2008,28,Los Angeles Clippers,28.5,23,59,21,61,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,.338
2008,29,Seattle SuperSonics,25.4,20,62,19,63,-8.76,0.72,-8.04,100.5,109.5,-9.0,96.3,.265
2008,30,Miami Heat,27.4,15,67,18,64,-8.65,0.11,-8.53,100.5,110.0,-9.5,90.2,.300
2009,1,Cleveland Cavaliers,26.6,66,16,65,17,8.93,-0.25,8.68,112.4,102.4,+10.0,88.7,.312
2009,2,Boston Celtics,27.8,62,20,61,21,7.51,-0.07,7.44,110.5,102.3,+8.2,90.4,.328
2009,3,Los Angeles Lakers,27.4,65,17,61,21,7.66,-0.55,7.11,112.8,104.7,+8.1,94.3,.299
2009,4,Orlando Magic,27.3,59,23,59,23,6.70,-0.21,6.48,109.2,101.9,+7.3,92.3,.351
2009,5,Portland Trail Blazers,24.0,54,28,56,26,5.34,-0.35,5.00,113.9,107.8,+6.1,86.6,.306
2009,6,Houston Rockets,27.9,53,29,53,29,4.00,-0.27,3.73,108.4,104.0,+4.4,90.2,.292
2009,7,San Antonio Spurs,30.4,54,28,52,30,3.76,-0.40,3.36,108.5,104.3,+4.2,88.4,.251
2009,8,Denver Nuggets,27.7,54,28,50,32,3.41,-0.29,3.13,110.4,106.8,+3.6,94.3,.382
2009,9,Utah Jazz,25.5,48,34,48,34,2.65,-0.34,2.31,110.1,107.3,+2.8,93.1,.355
2009,10,Dallas Mavericks,29.0,50,32,47,35,1.98,-0.30,1.68,110.5,108.4,+2.1,91.5,.274
2009,11,Phoenix Suns,29.5,46,36,46,36,1.93,-0.31,1.62,113.6,111.6,+2.0,96.0,.336
2009,12,Atlanta Hawks,25.8,47,35,46,36,1.57,0.13,1.70,109.3,107.6,+1.7,89.6,.323
2009,13,New Orleans Hornets,28.2,49,33,46,36,1.55,-0.14,1.41,108.7,107.0,+1.7,87.8,.288
2009,14,Miami Heat,25.6,43,39,42,40,0.26,0.23,0.49,107.8,107.6,+0.2,89.9,.282
2009,15,Philadelphia 76ers,26.1,41,41,41,41,0.07,0.09,0.16,107.9,107.8,+0.1,90.0,.339
2009,16,Chicago Bulls,24.9,41,41,40,42,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,.300
2009,17,Detroit Pistons,28.2,39,43,40,42,-0.49,0.13,-0.36,107.4,108.0,-0.6,86.7,.282
2009,18,Indiana Pacers,26.5,36,46,38,44,-1.11,0.35,-0.76,108.1,109.2,-1.1,96.5,.267
2009,19,Milwaukee Bucks,26.3,34,48,38,44,-1.09,0.21,-0.88,106.7,107.9,-1.2,92.6,.306
2009,20,Charlotte Bobcats,25.8,35,47,37,45,-1.27,0.07,-1.20,104.7,106.1,-1.4,88.3,.312
2009,21,New York Knicks,25.7,32,50,34,48,-2.61,0.28,-2.33,108.1,110.8,-2.7,96.7,.268
2009,22,New Jersey Nets,25.7,34,48,34,48,-2.44,0.13,-2.31,108.3,111.0,-2.7,89.9,.303
2009,23,Toronto Raptors,27.0,33,49,33,49,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,.279
2009,24,Golden State Warriors,25.0,29,53,31,51,-3.74,-0.06,-3.80,109.5,113.3,-3.8,98.2,.339
2009,25,Minnesota Timberwolves,25.4,24,58,27,55,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,.289
2009,26,Memphis Grizzlies,23.3,24,58,26,56,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,.329
2009,27,Oklahoma City Thunder,24.5,23,59,24,58,-6.10,0.06,-6.04,102.9,109.4,-6.5,93.6,.308
2009,28,Washington Wizards,26.9,19,63,21,61,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,.293
2009,29,Sacramento Kings,26.3,17,65,19,63,-8.76,0.16,-8.60,105.5,114.7,-9.2,94.2,.315
2009,30,Los Angeles Clippers,26.6,19,63,18,64,-8.77,0.30,-8.47,102.3,111.7,-9.4,92.1,.275
2010,1,Orlando Magic,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,+8.1,92.0,.340
2010,2,Cleveland Cavaliers,28.0,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,+7.1,91.4,.341
2010,3,Utah Jazz,25.6,53,29,55,27,5.34,-0.01,5.33,110.7,105.0,+5.7,93.8,.340
2010,4,San Antonio Spurs,28.7,50,32,55,27,5.09,-0.02,5.07,110.0,104.5,+5.5,91.7,.296
2010,5,Atlanta Hawks,26.5,53,29,54,28,4.66,-0.22,4.44,111.9,106.7,+5.2,90.1,.281
2010,6,Phoenix Suns,28.5,54,28,54,28,4.90,-0.23,4.67,115.3,110.2,+5.1,95.3,.312
2010,7,Los Angeles Lakers,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,+5.1,92.8,.289
2010,8,Denver Nuggets,27.7,53,29,52,30,4.09,0.06,4.15,111.8,107.5,+4.3,94.8,.376
2010,9,Boston Celtics,29.4,50,32,52,30,3.66,-0.29,3.37,107.7,103.8,+3.9,91.6,.332
2010,10,Portland Trail Blazers,26.6,50,32,51,31,3.30,-0.13,3.18,110.8,107.1,+3.7,87.7,.315
2010,11,Oklahoma City Thunder,23.2,50,32,51,31,3.49,0.06,3.55,108.3,104.6,+3.7,93.1,.333
2010,12,Dallas Mavericks,30.7,55,27,49,33,2.72,-0.06,2.66,109.2,106.3,+2.9,92.5,.277
2010,13,Miami Heat,27.1,47,35,48,34,2.28,-0.29,1.99,106.6,104.1,+2.5,89.6,.296
2010,14,Milwaukee Bucks,26.4,46,36,46,36,1.70,-0.32,1.37,104.9,103.1,+1.8,91.7,.239
2010,15,Charlotte Bobcats,27.4,44,38,45,37,1.46,-0.17,1.30,104.4,102.8,+1.6,90.4,.346
2010,16,Houston Rockets,26.0,42,40,40,42,-0.37,0.35,-0.02,107.6,108.0,-0.4,94.0,.292
2010,17,Memphis Grizzlies,24.1,40,42,37,45,-1.51,0.13,-1.39,108.3,109.9,-1.6,93.6,.320
2010,18,Chicago Bulls,26.2,41,41,36,46,-1.63,0.00,-1.64,103.5,105.3,-1.8,93.1,.287
2010,19,Toronto Raptors,25.2,40,42,36,46,-1.78,-0.05,-1.83,111.3,113.2,-1.9,93.1,.319
2010,20,New Orleans Hornets,27.5,37,45,34,48,-2.46,0.19,-2.27,107.4,110.1,-2.7,92.6,.243
2010,21,Indiana Pacers,26.6,32,50,33,49,-3.01,-0.10,-3.11,103.7,106.8,-3.1,97.1,.296
2010,22,Golden State Warriors,25.1,26,56,32,50,-3.60,0.32,-3.28,108.1,111.7,-3.6,100.4,.294
2010,23,New York Knicks,25.4,29,53,31,51,-3.82,-0.19,-4.01,107.6,111.6,-4.0,94.0,.256
2010,24,Philadelphia 76ers,25.4,27,55,30,52,-3.90,-0.03,-3.93,106.1,110.3,-4.2,91.6,.270
2010,25,Sacramento Kings,24.1,25,57,29,53,-4.37,0.30,-4.06,105.3,109.9,-4.6,94.0,.286
2010,26,Washington Wizards,27.6,26,56,28,54,-4.78,0.06,-4.72,104.2,109.4,-5.2,91.6,.283
2010,27,Detroit Pistons,26.7,27,55,26,56,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,.303
2010,28,Los Angeles Clippers,27.3,29,53,24,58,-6.35,0.34,-6.01,103.3,110.1,-6.8,92.6,.283
2010,29,Minnesota Timberwolves,24.1,15,67,17,65,-9.60,0.54,-9.06,101.7,111.6,-9.9,96.1,.278
2010,30,New Jersey Nets,24.8,12,70,17,65,-9.12,0.19,-8.93,100.6,110.5,-9.9,91.4,.307
2011,1,Miami Heat,29.0,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,+8.2,90.9,.363
2011,2,Chicago Bulls,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,+8.0,90.4,.305
2011,3,Los Angeles Lakers,30.2,57,25,58,24,6.11,-0.10,6.01,111.0,104.3,+6.7,90.7,.293
2011,4,San Antonio Spurs,28.8,61,21,56,26,5.71,0.16,5.86,111.8,105.6,+6.2,92.3,.299
2011,5,Boston Celtics,29.5,56,26,57,25,5.37,-0.54,4.83,106.2,100.3,+5.9,90.4,.305
2011,6,Orlando Magic,27.6,52,30,56,26,5.46,-0.54,4.92,107.9,102.0,+5.9,91.2,.328
2011,7,Denver Nuggets,27.3,50,32,54,28,4.76,0.05,4.81,112.3,107.3,+5.0,95.6,.367
2011,8,Dallas Mavericks,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105.0,+4.7,91.3,.286
2011,9,Oklahoma City Thunder,23.7,55,27,51,31,3.79,0.02,3.81,111.2,107.2,+4.0,92.7,.363
2011,10,Memphis Grizzlies,25.2,46,36,48,34,2.34,0.20,2.55,107.6,105.1,+2.5,91.9,.291
2011,11,Houston Rockets,26.5,43,39,47,35,2.18,0.19,2.37,111.3,109.0,+2.3,94.2,.299
2011,12,Portland Trail Blazers,26.7,48,34,46,36,1.52,0.32,1.85,108.8,107.1,+1.7,87.9,.278
2011,13,Philadelphia 76ers,24.7,41,41,45,37,1.50,-0.50,1.01,106.6,105.0,+1.6,91.7,.273
2011,14,New Orleans Hornets,26.3,46,36,44,38,0.89,0.39,1.28,106.2,105.2,+1.0,88.7,.296
2011,15,New York Knicks,25.3,42,40,43,39,0.78,-0.30,0.48,110.9,110.1,+0.8,95.6,.304
2011,16,Milwaukee Bucks,26.7,35,47,38,44,-0.84,-0.17,-1.02,101.6,102.5,-0.9,89.8,.287
2011,17,Phoenix Suns,29.6,40,42,39,43,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,.283
2011,18,Atlanta Hawks,27.4,44,38,39,43,-0.82,-0.28,-1.10,106.1,107.0,-0.9,89.3,.269
2011,19,Indiana Pacers,25.9,37,45,38,44,-1.07,-0.30,-1.38,104.8,106.0,-1.2,94.7,.300
2011,20,Utah Jazz,26.8,39,43,36,46,-1.83,0.39,-1.44,108.1,110.1,-2.0,91.0,.313
2011,21,Golden State Warriors,25.2,36,46,35,47,-2.33,0.33,-2.00,108.2,110.7,-2.5,94.8,.241
2011,22,Los Angeles Clippers,24.6,32,50,32,50,-3.13,0.42,-2.71,105.3,108.7,-3.4,92.8,.332
2011,23,Detroit Pistons,27.2,30,52,31,51,-3.60,-0.18,-3.78,107.7,111.7,-4.0,89.2,.279
2011,24,Charlotte Bobcats,26.9,34,48,29,53,-4.00,-0.08,-4.08,103.4,107.8,-4.4,89.6,.314
2011,25,Sacramento Kings,24.8,24,58,27,55,-5.34,0.54,-4.80,103.5,109.0,-5.5,95.2,.284
2011,26,New Jersey Nets,24.8,24,58,24,58,-6.24,-0.04,-6.28,103.1,109.9,-6.8,89.9,.283
